tijd,VO2 (mL/min),VCO2 (mL/min),RER,Energy Expenditure (kJ/min),Energy Expenditure (kcal/min),FiO2 (%),FeO2 (%),FiCO2 (%),FeCO2 (%),Flow (sL/min),Pressure Ambient (mbar),Temperature Flow (Degrees Celsius),Relative Humidity Flow (%),Specific VO2 (mL/min/kg),Specific VCO2 (mL/min/kg),Respiratory Rate (1/min),Ventilation (sL/min)
90,156,160,1.028,3.31,0.79,20.88,20.81,0.103,0.174,463.4,1028.0,19.2,31.2,155.8,160.2,13,7.5
95,281,300,1.069,6.02,1.44,20.88,20.82,0.103,0.168,463.4,1028.0,19.2,31.2,280.8,300.2,10,3.5
100,287,306,1.064,6.16,1.47,20.88,20.81,0.103,0.169,463.4,1028.0,19.2,31.2,287.5,305.9,13,9.4
105,299,316,1.059,6.39,1.53,20.88,20.81,0.103,0.172,463.4,1028.0,19.2,31.2,298.8,316.3,18,12.3
110,303,310,1.024,6.43,1.54,20.88,20.81,0.103,0.170,463.4,1028.0,19.2,31.2,302.8,310.0,23,23.8
115,273,272,0.997,5.76,1.38,20.88,20.82,0.103,0.162,463.4,1028.0,19.2,31.2,272.9,272.2,18,8.2
120,254,256,1.011,5.37,1.28,20.88,20.82,0.103,0.159,463.4,1028.0,19.2,31.2,253.7,256.4,16,23.2
125,299,311,1.039,6.37,1.52,20.88,20.81,0.103,0.170,463.4,1028.0,19.2,31.2,299.1,310.9,22,21.9
130,409,426,1.040,8.72,2.09,20.88,20.79,0.103,0.195,463.4,1028.0,19.2,31.2,409.3,425.6,27,24.2
135,533,578,1.085,11.47,2.74,20.88,20.76,0.103,0.228,463.4,1028.0,19.2,31.2,533.0,578.4,26,21.3
140,596,642,1.077,12.80,3.06,20.88,20.75,0.103,0.242,463.4,1028.0,19.2,31.2,596.0,641.6,25,29.9
145,648,702,1.084,13.94,3.33,20.88,20.74,0.103,0.255,463.4,1028.0,19.2,31.2,648.0,702.1,22,27.5
150,707,746,1.056,15.11,3.61,20.88,20.72,0.103,0.264,466.0,1028.0,19.2,32.3,706.6,746.1,20,24.1
155,777,777,1.000,16.41,3.92,20.88,20.71,0.103,0.270,466.0,1028.0,19.2,32.3,776.6,776.5,21,27.8
160,846,816,0.964,17.74,4.24,20.88,20.70,0.103,0.278,466.0,1028.0,19.2,32.3,846.4,815.9,19,20.9
165,936,860,0.919,19.43,4.64,20.87,20.68,0.107,0.292,466.0,1028.0,19.2,32.3,936.1,860.2,20,33.9
170,1026,934,0.910,21.25,5.08,20.87,20.66,0.107,0.308,466.0,1028.0,19.2,32.3,1026.1,934.2,21,25.4
175,1150,1032,0.898,23.75,5.68,20.87,20.63,0.107,0.329,466.0,1028.0,19.2,32.3,1149.8,1032.2,20,35.0
180,1243,1088,0.875,25.55,6.11,20.87,20.61,0.107,0.341,466.0,1028.0,19.2,32.3,1243.4,1088.2,20,37.7
185,1257,1125,0.895,25.95,6.20,20.87,20.61,0.107,0.349,466.0,1028.0,19.2,32.3,1257.3,1125.0,23,32.1
190,1299,1163,0.895,26.82,6.41,20.87,20.60,0.107,0.357,466.0,1028.0,19.2,32.3,1299.1,1162.8,25,32.5
195,1313,1213,0.924,27.28,6.52,20.87,20.60,0.107,0.367,466.0,1028.0,19.2,32.3,1312.8,1213.4,23,30.3
200,1376,1322,0.961,28.82,6.89,20.87,20.58,0.107,0.391,466.0,1028.0,19.2,32.3,1376.1,1322.0,22,33.8
205,1419,1392,0.981,29.85,7.14,20.87,20.57,0.107,0.406,466.0,1028.0,19.2,32.3,1418.8,1392.3,23,37.2
210,1409,1393,0.989,29.69,7.10,20.87,20.57,0.107,0.406,462.1,1027.9,19.2,36.2,1408.8,1393.0,24,35.4
215,1404,1417,1.009,29.73,7.10,20.87,20.57,0.107,0.414,462.1,1027.9,19.2,36.2,1403.9,1417.1,23,35.2
220,1406,1464,1.041,29.97,7.16,20.87,20.57,0.107,0.424,462.1,1027.9,19.2,36.2,1405.6,1463.8,21,37.2
225,1410,1518,1.077,30.29,7.24,20.87,20.56,0.107,0.436,462.1,1027.9,19.2,36.2,1409.9,1518.4,22,44.6
230,1444,1581,1.095,31.14,7.44,20.87,20.56,0.107,0.449,462.1,1027.9,19.2,36.2,1443.7,1580.6,25,43.1
235,1433,1534,1.071,30.74,7.35,20.87,20.56,0.107,0.439,462.1,1027.9,19.2,36.2,1432.7,1533.9,27,42.8
240,1425,1533,1.076,30.61,7.32,20.87,20.56,0.107,0.439,462.1,1027.9,19.2,36.2,1424.8,1532.7,29,31.0
245,1480,1612,1.089,31.88,7.62,20.87,20.55,0.107,0.456,462.1,1027.9,19.2,36.2,1479.9,1611.8,26,44.2
250,1547,1722,1.113,33.49,8.00,20.87,20.53,0.107,0.480,462.1,1027.9,19.2,36.2,1546.7,1721.6,24,44.2
255,1629,1856,1.139,35.48,8.48,20.87,20.51,0.107,0.509,462.1,1027.9,19.2,36.2,1629.2,1856.0,27,39.2
260,1612,1803,1.119,34.94,8.35,20.87,20.52,0.107,0.497,462.1,1027.9,19.2,36.2,1611.5,1803.4,26,54.3
265,1542,1763,1.143,33.60,8.03,20.87,20.53,0.107,0.488,462.1,1027.9,19.2,36.2,1541.7,1762.8,26,50.9
270,1640,1900,1.159,35.86,8.57,20.87,20.51,0.107,0.518,462.3,1027.9,19.2,39.1,1639.8,1899.9,28,48.0
275,1664,1873,1.125,36.13,8.64,20.87,20.50,0.107,0.512,462.3,1027.9,19.2,39.1,1664.3,1872.8,26,37.5
280,1660,1902,1.146,36.20,8.65,20.87,20.50,0.107,0.518,462.3,1027.9,19.2,39.1,1660.1,1901.7,26,51.7
285,1726,1955,1.133,37.53,8.97,20.88,20.50,0.099,0.522,462.3,1027.9,19.2,39.1,1725.9,1954.8,18,47.9
290,1696,1942,1.145,36.99,8.84,20.88,20.50,0.099,0.519,462.3,1027.9,19.2,39.1,1696.5,1942.2,2,65.2
295,1721,1978,1.149,37.56,8.98,20.88,20.50,0.099,0.527,462.3,1027.9,19.2,39.1,1721.0,1977.9,20,49.5
300,1756,2013,1.146,38.30,9.15,20.88,20.49,0.099,0.534,462.3,1027.9,19.2,39.1,1756.2,2012.6,25,60.8
305,1848,2146,1.161,40.44,9.66,20.88,20.47,0.099,0.563,462.3,1027.9,19.2,39.1,1848.2,2146.5,28,44.8
310,1876,2170,1.157,41.00,9.80,20.88,20.46,0.099,0.568,462.3,1027.9,19.2,39.1,1876.0,2169.7,30,50.6
315,1888,2231,1.181,41.48,9.91,20.88,20.46,0.099,0.581,462.3,1027.9,19.2,39.1,1888.0,2230.5,30,66.4
320,1871,2215,1.184,41.13,9.83,20.88,20.46,0.099,0.578,462.3,1027.9,19.2,39.1,1871.1,2214.7,31,65.1
325,1802,2127,1.181,39.58,9.46,20.88,20.48,0.099,0.559,462.3,1027.9,19.2,39.1,1801.9,2127.2,35,54.7
330,1809,2175,1.202,39.93,9.54,20.88,20.47,0.099,0.569,461.0,1027.9,19.2,42.5,1809.5,2174.6,34,70.6
335,1899,2240,1.180,41.70,9.97,20.88,20.46,0.099,0.585,461.0,1027.9,19.2,42.5,1898.6,2239.7,34,60.2
340,1943,2343,1.206,42.92,10.26,20.88,20.44,0.099,0.607,461.0,1027.9,19.2,42.5,1943.4,2343.4,33,57.3
345,1969,2424,1.231,43.71,10.45,20.88,20.44,0.099,0.625,461.0,1027.9,19.2,42.5,1968.8,2423.9,35,77.1
350,1941,2419,1.247,43.23,10.33,20.88,20.44,0.099,0.624,461.0,1027.9,19.2,42.5,1940.9,2419.4,35,66.1
355,1920,2406,1.253,42.82,10.24,20.88,20.44,0.099,0.621,461.0,1027.9,19.2,42.5,1919.9,2406.0,38,77.0
360,1911,2422,1.267,42.75,10.22,20.88,20.45,0.099,0.624,461.0,1027.9,19.2,42.5,1911.1,2421.9,39,61.2
365,1925,2462,1.279,43.17,10.32,20.88,20.44,0.099,0.633,461.0,1027.9,19.2,42.5,1924.8,2462.5,40,83.1
370,1982,2565,1.295,44.58,10.65,20.88,20.43,0.099,0.655,461.0,1027.9,19.2,42.5,1981.6,2565.2,42,75.2
375,1986,2615,1.317,44.88,10.73,20.88,20.42,0.099,0.666,461.0,1027.9,19.2,42.5,1985.9,2615.1,48,87.5
380,2002,2651,1.324,45.32,10.83,20.88,20.42,0.099,0.674,461.0,1027.9,19.2,42.5,2002.1,2651.1,45,85.3
385,1960,2634,1.344,44.54,10.65,20.88,20.43,0.099,0.670,461.0,1027.9,19.2,42.5,1960.0,2634.0,51,83.8
390,1981,2718,1.372,45.28,10.82,20.88,20.42,0.099,0.688,460.9,1027.9,19.3,48.3,1980.8,2718.4,53,73.6
395,1958,2715,1.386,44.89,10.73,20.88,20.42,0.099,0.688,460.9,1027.9,19.3,48.3,1958.2,2714.5,47,66.2
400,1946,2747,1.411,44.84,10.72,20.88,20.42,0.099,0.695,460.9,1027.9,19.3,48.3,1946.2,2746.8,42,55.3
405,1930,2743,1.421,44.55,10.65,20.88,20.43,0.100,0.695,460.9,1027.9,19.3,48.3,1929.7,2743.0,34,68.9
410,1903,2716,1.427,43.98,10.51,20.88,20.43,0.100,0.689,460.9,1027.9,19.3,48.3,1903.1,2715.6,38,55.0
415,1861,2624,1.410,42.86,10.24,20.88,20.45,0.100,0.669,460.9,1027.9,19.3,48.3,1860.9,2623.9,34,60.2
420,1761,2413,1.370,40.23,9.61,20.88,20.47,0.100,0.623,460.9,1027.9,19.3,48.3,1760.5,2412.7,36,53.4
425,1714,2357,1.375,39.19,9.37,20.88,20.48,0.100,0.611,460.9,1027.9,19.3,48.3,1713.5,2356.8,33,67.9
430,1651,2258,1.368,37.70,9.01,20.88,20.50,0.100,0.590,460.9,1027.9,19.3,48.3,1651.0,2258.2,33,22.8
435,1554,2175,1.399,35.72,8.54,20.88,20.52,0.100,0.571,460.9,1027.9,19.3,48.3,1554.1,2174.9,26,4.7
440,1447,2042,1.411,33.34,7.97,20.88,20.54,0.100,0.543,460.9,1027.9,19.3,48.3,1447.1,2041.9,2,0.0
445,1322,1862,1.409,30.44,7.28,20.88,20.57,0.100,0.504,460.9,1027.9,19.3,48.3,1322.0,1862.3,0,0.0
450,1111,1433,1.289,24.97,5.97,20.88,20.63,0.100,0.411,476.2,1027.8,19.2,43.5,1111.3,1432.6,0,0.0
455,656,785,1.197,14.46,3.46,20.88,20.74,0.100,0.265,476.2,1027.8,19.2,43.5,656.2,785.2,0,0.0
460,310,351,1.133,6.74,1.61,20.88,20.82,0.100,0.173,476.2,1027.8,19.2,43.5,309.8,351.1,0,0.0
465,139,149,1.073,2.99,0.71,20.88,20.85,0.100,0.131,476.2,1027.8,19.2,43.5,139.1,149.3,0,0.0
470,80,78,0.973,1.68,0.40,20.88,20.87,0.100,0.116,476.2,1027.8,19.2,43.5,79.8,77.7,0,0.0
475,55,55,1.000,1.15,0.28,20.88,20.87,0.100,0.111,476.2,1027.8,19.2,43.5,54.6,54.6,0,0.0
480,55,70,1.256,1.24,0.30,20.88,20.87,0.100,0.114,476.2,1027.8,19.2,43.5,55.4,69.6,0,0.0
485,74,92,1.244,1.64,0.39,20.88,20.87,0.100,0.119,476.2,1027.8,19.2,43.5,73.7,91.7,0,0.0
490,85,91,1.068,1.82,0.43,20.88,20.87,0.100,0.119,476.2,1027.8,19.2,43.5,84.8,90.6,0,0.0
495,83,83,0.998,1.76,0.42,20.88,20.87,0.100,0.117,476.2,1027.8,19.2,43.5,83.2,83.0,0,0.0
500,87,79,0.912,1.80,0.43,20.88,20.87,0.100,0.116,476.2,1027.8,19.2,43.5,86.6,79.1,0,0.0
505,80,65,0.814,1.61,0.39,20.88,20.87,0.100,0.113,476.2,1027.8,19.2,43.5,79.6,64.8,0,0.0
510,59,46,0.771,1.19,0.28,20.88,20.87,0.100,0.109,497.3,1027.8,19.2,27.0,59.3,45.7,0,0.0
515,46,32,0.690,0.91,0.22,20.88,20.88,0.100,0.106,497.3,1027.8,19.2,27.0,46.1,31.8,0,0.0
520,35,21,0.591,0.68,0.16,20.88,20.88,0.100,0.104,497.3,1027.8,19.2,27.0,35.1,20.8,0,0.0
525,29,21,0.740,0.57,0.14,20.88,20.88,0.098,0.102,497.3,1027.8,19.2,27.0,28.7,21.3,0,0.0
